Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,12-2019,1-2020,2-2020,3-2020,4-2020,5-2020,6-2020,7-2020,8-2020,9-2020,10-2020,11-2020,12-2020
Hai-O Enterprise Bhd,198830,13947,Malaysia,Malaysia,10004,Consumer Cyclical,0.7964528775518246,1.0710370848041106,1.3833374820996578,1.5108430571177507,1.1142903974616432,0.766580224787946,0.5384545265497394,0.4353012897439309,0.38785777410446537,0.34141939576499525,0.33519601274908484,0.33885443486079414,0.3341515203840114
Asia Brands BHD,209004,14123,Malaysia,Malaysia,10004,Consumer Cyclical,110.60176200924118,161.60239013568682,222.06412868845928,295.4075965166321,258.30293408346876,205.02991029267156,160.3930017712561,139.33144552671124,122.9988551416447,110.47563884526738,112.23111138394772,115.20946448079648,120.02860239699159
UPA Corp Bhd,209067,14173,Malaysia,Malaysia,10002,Basic Materials,0.504477841836708,0.8584329486618427,1.3378199229326608,1.9998707215649791,1.3666667772568728,0.8408995494932069,0.5305647884253964,0.4458038805605315,0.3967675273613935,0.3622551679049559,0.39350163295123974,0.4415794655190647,0.4904790932152564
Rapid Synergy Bhd,209088,14190,Malaysia,Malaysia,10008,Financial,0.14300963815934312,0.23270667024862113,0.4009988771001903,0.6259587081681862,0.557057330366682,0.439600740972598,0.35175571492975233,0.29753071305632045,0.2732561367485168,0.2505344390882732,0.26478216031953394,0.2721608481982629,0.2676413949174069
Widetech Malaysia BHD,209090,14192,Malaysia,Malaysia,10006,Diversified,3.2906359854337586,18.197503703517892,25.540105964843153,35.18255033073367,20.91258824740635,12.391937534865642,7.8539957300938985,6.959166638706134,6.438743769663958,6.017823329008814,6.689558490282692,7.460504856643145,8.206269519221612
PNE PCB BHD,209102,14200,Malaysia,Malaysia,10011,Industrial,29.99136916769929,41.65281961354801,58.45272127602033,74.14772776400973,59.73733834293859,43.44431367761496,31.52914180948266,26.16897491223266,22.769999353249144,20.24809809286968,20.62443160219586,21.2879850214464,22.083647949738463
EP Manufacturing Bhd,209111,14208,Malaysia,Malaysia,10004,Consumer Cyclical,202.50209672797072,246.9661989493101,351.4362487513598,440.4772479727021,378.1620140022103,291.1586503521282,225.75984311897568,190.73424842521908,167.27311422921554,148.4678921005744,151.88974559452512,157.1474023998925,164.26965412254995
Crescendo Corp Bhd,209573,14235,Malaysia,Malaysia,10008,Financial,2.551045174497142,3.840848851058962,5.7477224399727636,8.41455268972989,7.719662448831575,6.546060416853459,5.251691019567628,4.278335635429954,3.516171082310829,2.9331128053369797,2.925401659918665,2.948835065580975,3.001253763865422
Rubberex Corp M Bhd,209705,14258,Malaysia,Malaysia,10011,Industrial,17.750760253984293,26.28060728127471,41.11588396300592,58.108133683123775,47.938526665085064,36.57226361707598,26.443527642133613,20.960506645279253,17.945653377163914,15.618000210099229,15.775252314899483,17.345139373986996,18.70589564174133
Sapura Industrial Bhd,221103,14311,Malaysia,Malaysia,10004,Consumer Cyclical,34.67431857497027,45.97490258394712,60.91074036568083,78.58032088790922,68.72552464465446,53.91375607407959,42.26754841577591,36.239423043726624,32.02799600858544,28.629128487767233,29.172654298341016,30.50143427959319,31.59569715642686
Timberwell BHD,223026,14357,Malaysia,Malaysia,10002,Basic Materials,29.544815241964056,44.43499068127869,68.53237729787709,104.15238872197587,73.09558651102711,43.219097499189296,26.352516784838915,20.968916867698137,18.491086804964397,16.621801214718804,18.09528756256005,20.422594810678763,22.75369865395793
YTL Power International Bhd,223066,14359,Malaysia,Malaysia,10014,Utilities,101.61545156648997,101.26374671826977,101.55222273654205,94.21553891532376,44.654520543298766,18.79371307726156,12.004043706506843,19.982506898449017,27.425221419584535,39.44534126735086,56.21440908290427,67.35201264091656,69.28343827765156
JKG Land Bhd,223068,14361,Malaysia,Malaysia,10008,Financial,14.967549435982178,20.479753559989845,26.73404392383888,35.72810607335839,29.6424111725787,23.214677212098493,18.67218750259785,15.05466070715839,12.311242032761777,10.22055470846886,10.131068869630795,10.044379128327378,10.122830215926383
DiGi.Com Bhd,223077,14369,Malaysia,Malaysia,10003,Communications,1.3756659385910024,1.9948182247568456,2.8327058634513045,3.951081081008794,3.941789458067594,3.7990305706288026,3.5456760403036753,2.9679746248412484,2.611499223382556,2.32705190059076,2.3692420699728913,2.3479389175259167,2.3037181357765713
Sand Nisko Capital Bhd,223132,14416,Malaysia,Malaysia,10004,Consumer Cyclical,41.603692915765684,68.43265478152492,107.6639527649396,157.86402997320286,134.03297945185784,95.26731675092655,65.0969588064602,48.306289860291514,39.161275776298176,33.77517488799754,35.335619996749244,39.523509340406946,43.715509977917094
Y&G Corp Bhd,223186,14457,Malaysia,Malaysia,10008,Financial,0.046262380067221644,0.019198713552067204,0.028357723245182927,0.04178985035261339,0.04074204426368648,0.038462023072773986,0.03639946636715228,0.036632973926663204,0.04599086017891858,0.04660805384409324,0.049133165930283065,0.042834815203360514,0.04363577634479309
Puncak Niaga Holdings Bhd,223202,14469,Malaysia,Malaysia,10005,Consumer Non-Cyclical,120.3341388679611,187.46060115254272,241.3455957410273,322.077803296136,280.7731988459,229.9513127872811,181.053713249459,147.47774906481027,129.15655668867652,116.46059432196826,116.43295477991178,120.29185672082474,123.07677834224349
CN Asia Corp BHD,223245,14505,Malaysia,Malaysia,10011,Industrial,31.956818834536975,42.98319075537327,56.3404903574068,75.16623866384334,63.87464922328028,48.29145827776879,35.56861537351424,29.4026185657886,25.482905697110446,22.114350658403055,22.073017611716345,22.789809041781655,23.36649388216985
Latitude Tree Holdings BHD,223266,14519,Malaysia,Malaysia,10004,Consumer Cyclical,10.108510363080182,12.421204767528806,15.735607334574055,19.42637411288614,15.99646325418071,11.994029737523167,9.122720721148275,7.717052514745583,6.776614090565874,5.938538390374517,5.929266478743038,6.102577390346961,6.245520256502844
YLI Holding BHD,223295,14536,Malaysia,Malaysia,10011,Industrial,140.3836427786261,195.52687409176625,266.60225778340094,335.44216620575025,269.86612881502384,198.332121374493,142.74463648316782,117.6749811329867,101.92612019999025,90.88163300086997,91.98510881895439,96.33824574775386,99.99241700811446
Chuan Huat Resources BHD,223296,14537,Malaysia,Malaysia,10011,Industrial,147.66354352386264,204.9360995677925,293.2692667890606,408.31330156995637,366.8531069914469,295.3365910272661,240.69023940022578,224.5628043131705,220.5111668250096,223.62474706833487,259.3777959007431,314.81857886547016,385.74265729893807
KUB Malaysia BHD,223339,14572,Malaysia,Malaysia,10003,Communications,102.39775366369395,130.58568494251878,164.95054907883065,202.90889141777305,197.30702486680948,188.18184262055587,175.89046031651077,143.837430462996,118.92969628117315,100.8202239686196,97.48620254336554,93.79647153192585,90.35720014821757
Grand Hoover Bhd,223347,14580,Malaysia,Malaysia,10004,Consumer Cyclical,85.17567772881875,101.73913172266533,121.58010029702976,145.40384091560236,119.14592103561648,93.3534961747035,74.56905340300658,65.77806853512112,58.78971734327893,52.29098571504104,52.10057504394508,53.08533847038843,53.15123847280421
Komarkcorp Bhd,223401,14613,Malaysia,Malaysia,10005,Consumer Non-Cyclical,38.02127713871341,51.90545251943058,72.51374333909327,94.21586598066649,88.7786395563188,75.12315287806157,61.24091377343069,51.632234883985056,44.511082043284695,39.14709502769276,38.15828435400149,38.633406847162334,38.65125985763641
YKGI Holdings Bhd,223592,14670,Malaysia,Malaysia,10002,Basic Materials,295.80892697550064,575.824650437933,835.2939698070718,1083.0079706285314,636.9002739592546,398.6940639941431,255.59086633286617,217.21962867690803,191.67635246185498,177.34261761486883,199.3849116318026,230.23742908229053,259.8669800899664
Thriven Global Bhd,227128,14879,Malaysia,Malaysia,10008,Financial,11.769112992900334,17.293602271029265,22.856546334079262,30.590177483240826,25.666270497097578,21.744538038377254,18.065429090675874,15.140740780055708,12.882860129668705,11.133017478366655,11.261721190427878,11.589202892812935,11.842313062200306
Milux Corp BHD,227224,14884,Malaysia,Malaysia,10004,Consumer Cyclical,9.930290747111163,14.153760128817773,21.439553610578624,30.291756523963617,27.080816349324994,21.758522197744817,17.2422277323514,14.923564484045336,13.225164992525828,11.7834582105517,11.856951438850254,12.1515208837222,12.695222460231388
Ark Resources Holdings Bhd,227359,14905,Malaysia,Malaysia,10004,Consumer Cyclical,51.80789599055637,38.470845138738284,63.62662459968648,89.43139327222727,84.8103568962297,65.24540195253464,42.7662189186367,32.60321954831387,26.98606270222476,20.611632252380776,19.648455712232998,17.933380732122636,18.5097387284255
Master-Pack Group BHD,227533,14927,Malaysia,Malaysia,10011,Industrial,6.2545728859683996,6.185379199290432,6.685831927900612,7.420228024807174,4.130348567044319,2.221083790873217,1.1991917020016423,0.7519466020377735,0.4574772670598714,0.25182126563643215,0.13634875412716657,0.06538218098042466,0.04575173787071944
Mieco Chipboard BHD,227616,14945,Malaysia,Malaysia,10011,Industrial,72.84711979745688,103.46812851966119,146.5496919668674,195.27515837588396,161.05178064447784,120.5636755680316,89.75706522985514,75.26934259042926,66.43382495076254,58.75817769505134,59.9599552351372,62.50000034039691,64.78645116823154
Eupe Corp Bhd,227999,14967,Malaysia,Malaysia,10008,Financial,10.396300630949222,14.872908086396771,20.44501385862511,27.366528325161134,23.450049873671396,19.1251646093867,15.490676721591313,12.52681998867218,10.46176928299229,8.717894654508818,8.701333161559704,8.76283515730744,8.876714451223213
Woodlandor Holdings Bhd,304103,15013,Malaysia,Malaysia,10011,Industrial,34.03611442280583,44.52885394077743,58.15861785061614,72.74221715746764,56.629954486749625,39.621289329862364,27.433732776855358,21.865860605327033,18.48357379967648,15.88218076570629,15.69825748213124,15.948814036686096,16.273719623314705
Pasdec Holdings Bhd,304104,15014,Malaysia,Malaysia,10008,Financial,17.345403837997125,22.340932881845738,29.228693382201634,39.57771058660962,34.23466355174514,28.063744069376394,22.444607370483357,18.193524671786136,15.154038750820483,12.619258831012061,12.456357288864162,12.384892084907698,12.579728745597013
CME Group BHD,304120,15019,Malaysia,Malaysia,10011,Industrial,804.7226512974016,671.2915317529095,672.7433695773087,743.4242037587752,827.2517285875088,710.3154918816984,669.8456474637303,597.9552961083782,518.9866277202754,400.0978000532891,392.3573220541842,401.4603291851846,469.1440128878903
Globetronics Technology BHD,304146,15041,Malaysia,Malaysia,10013,Technology,0.24355540756368957,0.39804849484765326,0.5280171887637956,0.6163864215137851,0.8533920500442915,1.114433481577495,1.3885474157157196,1.278609628442661,1.1570959376337788,1.0225673021307649,0.9689676133173716,0.9373769079910661,0.9079803843461649
Fiamma Holdings BHD,304162,15057,Malaysia,Malaysia,10004,Consumer Cyclical,22.558587172764323,31.923180766900437,42.53704978164669,53.985212191023976,45.90637760153943,36.140289625395965,28.245799414717446,24.186360622681498,21.3038050519695,19.001408186690462,19.26376444429733,19.773273887037025,20.443904169766864
Zecon Bhd,304195,15082,Malaysia,Malaysia,10011,Industrial,152.597860420673,239.99477099201246,354.3656888817432,488.3129827559182,416.02847625752366,291.4468358019616,187.4055132362304,131.63058687555872,91.6135241544016,62.70416501986207,45.00850761287841,31.597354547325796,20.638220856817615
Subur Tiasa Holdings Bhd,304204,15088,Malaysia,Malaysia,10002,Basic Materials,125.8181263921718,224.52489273376733,399.731099657562,688.4620492362641,498.484525984708,323.0754160837377,209.14733470805018,176.51028087972256,159.2433078320268,148.92307415089462,169.48279278312276,196.03952808899157,219.3754800672441
Amtel Holdings Bhd,304224,15102,Malaysia,Malaysia,10004,Consumer Cyclical,2.5705568415947657,4.121735208980214,7.599595925649109,9.75458405735549,7.945977968556833,6.57112601441071,5.457004982734796,4.792523619973605,4.141596025568832,3.7407718019842062,3.821862784438266,3.9329933046889476,4.143878114445434
Borneo Oil Bhd,304241,15111,Malaysia,Malaysia,10004,Consumer Cyclical,66.9804308627166,93.00917602406048,129.62269631403439,172.94034540382984,149.15609804426185,117.34636182131416,92.26722277863561,79.96509027955983,71.20886930586731,63.53450774515148,65.26580078955303,68.47796353119922,71.7897353607958
Kobay Technology BHD,304262,15125,Malaysia,Malaysia,10011,Industrial,9.832432535122411,13.25105440353293,17.023326976109768,21.69467753170622,17.804776132719205,13.240690214129366,9.85942098872869,8.364166107240464,7.441267411546153,6.65982786923286,6.850803186948185,7.141604367548798,7.356126669403418
CCK Consolidated Holdings BHD,304274,15135,Malaysia,Malaysia,10005,Consumer Non-Cyclical,13.682421966727814,17.153191827386845,21.322685326246024,26.46341322410107,24.10745767198037,20.402799450502002,16.96817168184484,14.576000120696696,12.827719552766291,11.461772313572022,11.392022933902721,11.474810179722072,11.561294124739026
Thong Guan Industries Bhd,304283,15143,Malaysia,Malaysia,10011,Industrial,4.10414897762394,5.272629965717955,7.354297007957104,9.522633871135671,7.821146366365376,5.623038298726324,3.970725121396672,3.1612632214509144,2.5642600058413465,2.1006954371228064,1.9482001463093528,1.8343475910965643,1.7047291176701846
Kumpulan H&L High-Tech Bhd,304401,15193,Malaysia,Malaysia,10011,Industrial,7.384373942476579,9.390859932154166,12.037943072686001,14.420104483505922,11.177582751543824,7.906552993723371,5.65872022458173,4.582383439822216,3.8395031789218943,3.246988280648626,3.1056622338840154,3.0010508661304374,2.805972239055793
Bintai Kinden Corp Bhd,304405,15194,Malaysia,Malaysia,10011,Industrial,131.47933097955166,169.07494187225166,187.12362435677602,218.64073122602255,167.31084560175987,129.92952453251092,101.44072473232961,90.04111980001474,79.9563028477295,70.3337764911803,70.13349066043982,72.22507888775077,75.7863186342942
Wong Engineering Corp Bhd,304422,15204,Malaysia,Malaysia,10011,Industrial,20.377545449789345,28.939359835847377,39.797617037635646,53.3048770409136,45.272464711744945,33.926133219893515,25.205426762582547,20.99895644476147,18.38351687387579,15.958816936045807,16.04662441317504,16.557357133270692,17.0434432319417
Fajarbaru Builder Group Bhd,304423,15205,Malaysia,Malaysia,10011,Industrial,46.91564196913172,68.09137443273349,82.91598617213545,107.26113549592883,82.86018684075465,65.03777915410106,49.30923182443456,45.13051526014925,39.261079083370184,34.31969807125362,32.279527546802996,33.05882547634271,34.635337482566584
Padini Holdings Bhd,304431,15212,Malaysia,Malaysia,10004,Consumer Cyclical,9.747080244881131,14.387045391091496,14.36945057364519,14.685863584684006,10.799547594747075,8.30462937840724,6.535076269279136,5.181676955049922,4.081790965765952,3.2278776812785344,3.0050104005421843,2.9571173883421302,3.113109926285852
See Hup Consolidated Bhd,304449,15216,Malaysia,Malaysia,10011,Industrial,15.931830872840711,16.29439708206746,22.07499858496963,30.088879248732038,26.02992620276888,19.79623511123921,15.374457911948799,13.099189032165315,11.500097596296879,10.517125526908584,10.927818169367253,11.425360728645915,11.87847512703009
Hume Industries Bhd,304495,15218,Malaysia,Malaysia,10004,Consumer Cyclical,126.34117337364026,199.63626553656457,292.5032350151293,406.51043690164835,364.61666718252286,285.3677182202283,220.8546470798065,184.31529052381475,157.66713353905493,133.93740349124016,130.86607087518962,132.77754690961703,132.88887799864835
Scomi Energy Services Bhd,304631,15247,Malaysia,Malaysia,10005,Consumer Non-Cyclical,244.9631341215578,344.4665557068251,513.4230552377912,692.2960745135384,650.8798780079079,525.4233145319396,414.54469896156115,333.6411883666654,278.30392030347826,230.24474549326297,216.60866012016254,226.7593999197307,238.04522802908824
Astral Asia Bhd,330016,15366,Malaysia,Malaysia,10011,Industrial,98.1793253640553,154.2109810191891,247.93005772102438,370.54310032375656,330.0768519286477,264.80977924218445,208.95934466136325,190.05385228631883,180.31983763227964,176.61127903051386,196.304454563605,222.73676251822124,247.6223973339633
PLB Engineering Bhd,330062,15388,Malaysia,Malaysia,10008,Financial,12.626499655024666,18.825748108158233,30.23888131422361,45.032289124876755,38.417488578169284,31.576169596627302,26.232649545649142,21.955648431809905,18.691052419904306,15.862899791038448,16.017442423748584,16.213138409558617,16.533501944748345
VS Industry Bhd,330269,15449,Malaysia,Malaysia,10011,Industrial,17.700523468460982,30.24727688004366,47.11924050903766,72.05163345402052,64.13628390453177,49.09843624978022,36.33588056699518,30.350600439621807,26.080735529651474,22.687978095639743,22.60710588297306,23.62882420853077,24.919354748938392
New Hoong Fatt Holdings Bhd,330273,15450,Malaysia,Malaysia,10004,Consumer Cyclical,9.056391160098931,12.178679478890771,16.410612724709903,19.57657399968975,15.944125957595062,11.396313375256765,8.504732998082861,6.977446669600015,6.065303425489285,5.338396835273237,5.475551385146256,5.554814314361645,5.68867847960592
Unisem M Bhd,330340,15492,Malaysia,Malaysia,10013,Technology,7.1753726222777106,7.818495893796734,8.05315049638025,7.931366981743501,10.02256245278202,12.584472731613431,15.562431920213097,14.37684603792652,13.41508130571355,12.434140078259084,11.593405878254462,10.902509079848748,10.112721419548233
Khind Holdings Bhd,330494,15547,Malaysia,Malaysia,10004,Consumer Cyclical,21.672821552705724,32.714090758593315,45.924597377494955,66.03852212309582,57.06492011436427,44.25204898303477,33.43992345543202,28.222468968279042,24.367990955007773,21.739414771380652,21.83814397936519,22.540772589849677,23.60485090959915
Yong Tai Bhd,330535,15571,Malaysia,Malaysia,10008,Financial,34.84915739398784,45.85110335374993,68.54382726076881,91.27745258337501,85.79908149937765,72.30431687823818,60.97971329743696,48.66288908711715,38.80519130291108,29.770212567953237,27.89087096783647,27.20412859977198,27.347584165693657
Stella Holdings BHD,330655,15624,Malaysia,Malaysia,10005,Consumer Non-Cyclical,47.466004982634026,72.06219152130699,99.28307282645056,125.34822049937918,112.33718905826487,91.15618302293122,71.57860781553224,57.67760970202277,49.41486953637215,42.846854420729265,41.9551224517046,41.890512719182816,43.09222051493049
Tiger Synergy Bhd,331172,15715,Malaysia,Malaysia,10008,Financial,6.689567706119267,10.593792424355094,16.963120295740296,26.42509092026311,25.671648036438164,22.821412641742207,19.264494754689746,16.32101657034149,13.932268897680405,11.902449143743675,11.977333935743177,11.879239591497887,11.660826109273216
White Horse Bhd,384578,15835,Malaysia,Malaysia,10011,Industrial,17.907894858609584,30.480866286546746,49.24657088041393,78.87111225929978,80.26978635342931,74.03249751634422,64.24449122953914,66.66476980710236,67.74492200013735,71.07641603287601,77.61117572542123,91.70456550802116,106.95325145919027
Mesiniaga Bhd,384630,15875,Malaysia,Malaysia,10013,Technology,56.371563904938796,64.04217730607138,66.15316882031112,65.95208774536798,85.13290324934381,107.12268787103363,126.68433937857054,110.33230730876122,97.7551416603882,81.46713765809042,75.85978023201783,70.98191410260976,66.01043595266408
Pharmaniaga Bhd,384631,15876,Malaysia,Malaysia,10005,Consumer Non-Cyclical,46.05502162383946,51.675333726553376,55.54815621519795,62.50657384354226,53.913252948882715,44.389925496872,37.59515380420584,32.40431689632319,28.4940564185586,25.10235764813899,24.714013201522075,24.65936524591466,24.748972067548443
Ta Ann Holdings Bhd,384656,15898,Malaysia,Malaysia,10005,Consumer Non-Cyclical,8.262372529011445,13.97857779826054,20.79589134616134,29.958502540085576,28.116692297192188,23.711036566182166,19.00069152409769,15.891718254567229,13.71420437823903,12.00185387032202,11.74423267180381,11.766701852742324,11.570826530953946
PIE Industrial BHD,384854,15959,Malaysia,Malaysia,10011,Industrial,3.3331986764784243,4.878052463796135,7.56676578539092,10.696521143289283,9.395303040518241,7.028967141752162,5.111328802060469,4.248201838574712,3.7485028676039027,3.369737059053284,3.4643865083136736,3.6734308349768723,3.8753334384664675
Bursa Malaysia Bhd,395257,15986,Malaysia,Malaysia,10008,Financial,0.12485815415420974,0.16896586270817415,0.22435819837844104,0.28740649442646676,0.2426772425531884,0.2013582990521743,0.16429572727646777,0.14007348800344543,0.12020719040757363,0.10176183156145169,0.099520481193345,0.0984033981923119,0.09894486531919985
Vizione Holdings Bhd,812294,16063,Malaysia,Malaysia,10011,Industrial,17.21415183140239,22.170843122368122,28.580399651212183,35.83623975476355,28.23108749070392,20.046342411773576,14.180530157608525,11.48025901984625,9.77119560640888,8.413592479707859,8.399221923679871,8.427978780704466,8.383350401933399
OCR Group Bhd,812411,16099,Malaysia,Malaysia,10005,Consumer Non-Cyclical,54.71628817177855,59.91131046743087,74.52910933630065,97.95127799820222,89.145172004355,72.24948062239751,59.9145237730333,50.794377299606005,44.70183629302256,39.625956220569954,39.31748809847139,39.82420460685068,40.38734420470755
Seacera Group Bhd,812746,16175,Malaysia,Malaysia,10011,Industrial,221.54789341771342,340.01510224658705,481.8408216193651,637.1694884959071,539.9074116430508,407.61566718642615,296.44882786421084,239.650099666077,213.70593275589627,187.07056610642726,186.53268502155785,185.37595768057403,186.0930696425846
Supercomnet Technologies Bhd,812750,16178,Malaysia,Malaysia,10011,Industrial,7.073624807468538,8.574761795494368,10.876886503462513,13.680145621925986,11.28730523915362,8.282316865841265,6.110606809947626,5.366642274324565,4.962731553034459,4.577794820557419,4.8001628936163705,5.115048997741429,5.551609702183298
CB Industrial Product Holding Bhd,812890,16204,Malaysia,Malaysia,10011,Industrial,9.942021919299732,14.394763803113976,20.806053407394213,27.241203616783753,23.16723917396801,17.521808165073587,13.22601845608736,11.507700135036586,10.509578553738363,9.563510636595247,10.120976310851928,10.73120801356142,11.160459318857898
Ahmad Zaki Resources Bhd,812908,16217,Malaysia,Malaysia,10002,Basic Materials,115.67093005325452,202.03390436801277,334.94921206941495,498.280825985328,337.7992425471985,206.3329980842826,128.04530335561114,103.6333188588763,91.99011460015072,83.15307220960622,89.62689025204267,101.64978738108019,114.35824572702816
Kerjaya Prospek Property Bhd,812909,16218,Malaysia,Malaysia,10013,Technology,29.256897025588547,41.78837325709994,46.73148144507485,49.97893671593535,66.63762903605522,87.04630415942066,110.81233613405794,98.48231281498596,86.92474271737038,77.21195298489191,72.67021567207345,69.43273086446108,65.15757273287795
QL Resources Bhd,815821,16384,Malaysia,Malaysia,10005,Consumer Non-Cyclical,0.058992700560508114,0.07264656457905787,0.10317652149284354,0.14279255265069493,0.14211729217534522,0.12801108597494434,0.11133658407872594,0.0977025015547264,0.08609675599012745,0.0783920980584574,0.07966134521175641,0.08425409120906768,0.08707475662881559
LTKM BHD,815828,16389,Malaysia,Malaysia,10005,Consumer Non-Cyclical,15.903574079640412,19.815965883308856,27.23866146995528,36.561814517293215,35.127080154493136,29.978290642885575,24.880058120530382,20.800582596655932,17.901288066531652,15.656960527670732,15.220616038045787,15.169638001422728,15.157389665728877
AbleGroup Bhd,815831,16392,Malaysia,Malaysia,10011,Industrial,23.207828473795455,27.261601158444993,32.77029193001982,37.44156272737948,28.57696623479342,20.224164063171287,14.304940241790986,11.852324484978261,10.270135010935983,9.151727401583377,9.217362881024311,9.620278107860765,9.928964145658743
Magni-Tech Industries Bhd,815867,16419,Malaysia,Malaysia,10011,Industrial,0.28432733606937427,0.43596772900427716,0.6029612995337603,0.8846128807730228,0.820539077320186,0.6867594899716625,0.5713511008120856,0.5357316115439311,0.5092322901986179,0.4620315828470628,0.471483712297549,0.48787678848946336,0.4926998364357144
Chin Well Holdings BHD,852030,16531,Malaysia,Malaysia,10011,Industrial,2.2645835293908094,2.9147858850169963,3.986410359662774,5.3937873835911825,4.481034381863551,3.247910825950114,2.3235542307975194,1.9056434200186858,1.6718903478830571,1.4997220588328937,1.5463054379295045,1.634189576607945,1.7161587784290082
Harrisons Holdings Malaysia Bhd,866665,16925,Malaysia,Malaysia,10004,Consumer Cyclical,6.1762054373980355,7.930043951344502,12.38034028186462,17.8272653138866,15.405555866741489,11.648949523507234,8.937414944597105,7.774751093398804,6.855148749848651,6.068967912040087,6.115928206498626,6.313389654137959,6.578096354723795
Tong Herr Resources Bhd,866757,16946,Malaysia,Malaysia,10011,Industrial,3.2931435886209774,4.9298171399125605,6.130513240513555,7.3036591270038445,6.004426127742974,4.472549662527694,3.1673714362165883,2.5832862432556682,2.2229543342032936,1.9279873314510432,1.9139687671059915,1.9804328537327347,2.0384127238441208
Permaju Industries Bhd,866758,16947,Malaysia,Malaysia,10006,Diversified,10.758936338497056,17.148453001794945,25.489115469653846,34.89357152469895,19.395479127473575,10.617651240234474,6.044218385156011,4.954666930019832,4.2607260311792,3.7032644140047,3.8187855546803804,4.042618062442874,4.170687090164199
Poh Huat Resources Holdings BHD,876792,17118,Malaysia,Malaysia,10004,Consumer Cyclical,0.4057857302596058,0.3988519869326511,0.3781034124103012,0.34136400055737864,0.2006339194616723,0.10571422715989355,0.052989421525393245,0.028879418272898465,0.015622443242157166,0.008336681747850221,0.0049058771429149935,0.002801805898840473,0.0015591943693746093
Lii Hen Industries BHD,876949,17135,Malaysia,Malaysia,10004,Consumer Cyclical,0.7163813123335385,0.7426890121630697,0.9041166114932309,1.0274006333041852,0.8464399570215805,0.6391129165338982,0.497654892816823,0.4297124286629565,0.39092783424013255,0.36296355768670957,0.38486902969931946,0.41565771616986,0.45871273589630457
Analabs Resources BHD,876971,17141,Malaysia,Malaysia,10011,Industrial,14.110414843895537,21.226043029353182,31.30045806844704,44.00883293910574,38.597566994304316,30.673799381848777,23.63174200505067,20.73564804195495,18.750086422772863,17.505454415587867,18.31697293208952,19.818021087038254,21.361715947975338
APM Automotive Holdings Bhd,994035,17260,Malaysia,Malaysia,10004,Consumer Cyclical,8.820445829027024,13.331212228011406,19.040680382655747,24.06584771674534,20.840504131798642,16.729748424020983,13.35747604999549,11.582697003067214,10.579011307939961,9.817118413329348,10.138367300641523,10.725501919047481,11.353314582411105
Warisan TC Holdings Bhd,994036,17261,Malaysia,Malaysia,10004,Consumer Cyclical,60.057362063897564,79.41804325388738,98.7084178107528,118.04552229666714,93.27530239720932,68.34467854490973,50.88175780220175,42.70524966513557,37.35705649125936,33.089408680414586,34.02059770895425,35.013975576952035,36.2467167230791
SYF Resources Bhd,994047,17269,Malaysia,Malaysia,10004,Consumer Cyclical,67.21615773900766,62.3951611704558,68.10801453421617,91.64146604884641,91.13328706241477,91.77440788920082,85.85328445471158,77.61139055020126,62.33207753408871,43.339248208481685,34.45224819747275,31.094433454122335,31.93741873271905
Lotte Chemical Titan Holding Bhd,994076,17292,Malaysia,Malaysia,10002,Basic Materials,1.1222345854913127,1.698579721919294,2.605086387532004,3.8556148543609146,2.564646456093502,1.485352789959692,0.8814090776352256,0.6777969299366701,0.5618263461040357,0.4650784326327905,0.46980193241299234,0.47801182706435874,0.4677900040040659
Malaysia Airports Holdings Bhd,999054,17307,Malaysia,Malaysia,10011,Industrial,9.819861283081247,12.36699186023882,16.858975404094885,20.38849516741484,16.9675116091682,12.225273247236997,9.174949309922482,7.675810980646484,7.017895018108828,6.236957120388256,6.545955038940258,6.8253569670639,7.369181166727396
Spritzer BHD,1092131,17324,Malaysia,Malaysia,10005,Consumer Non-Cyclical,1.3168284273058468,1.9211600490799425,2.5266269435734703,3.6457466708342645,3.4150183860182355,2.895001822298527,2.4229021435736793,2.084900760918515,1.8744815407788906,1.6421390431700102,1.577694878282521,1.5738018682576516,1.5549867588534563
Glomac Bhd,1456097,17611,Malaysia,Malaysia,10008,Financial,4.17317411871988,5.664165368349704,7.424508817146578,9.561587577364078,7.759657985380074,6.018347643759043,4.612522253682662,3.5578942763564294,2.807959725743354,2.2158215017833838,2.0755695530269036,1.9784089788253616,1.8909824386622747
Apex Healthcare Bhd,1456219,17667,Malaysia,Malaysia,10005,Consumer Non-Cyclical,0.3423735912298056,0.39257423758420307,0.5265409256074229,0.6309768744674338,0.5879314418124578,0.4867193980894576,0.4023095121263718,0.34160102043269275,0.3002564236540997,0.262935191712175,0.25943285570326036,0.26133607431782313,0.26316746079326403
Unimech Group Bhd,1456235,17675,Malaysia,Malaysia,10011,Industrial,10.441027147391148,14.64332131908308,19.949237728549303,26.284187112492535,21.675423128180757,16.024500120778136,11.836766824492788,9.976129843072437,8.654416633410516,7.5549638827962395,7.595576785614991,7.882582675031215,8.152849500045535
Eurospan Holdings BHD,1456324,17702,Malaysia,Malaysia,10004,Consumer Cyclical,17.94935836958942,25.61118324538514,36.0538008836929,46.340485637088854,38.69004185241732,30.23638794956324,23.679718197133926,20.23426027066979,17.954850655788153,15.93447561863512,16.302851526507567,16.82749155938864,17.196470210682484
